size(n),counter(comps)
3600,365933
3600,637055
3600,473784
3600,474252
3600,659448
3600,628254
3600,529080
3600,478837
3600,631716
3600,272345
3600,490616
3600,337302
3600,467916
3600,334643
3600,439967
3600,528617
3600,417244
3700,511143
3700,457091
3700,317822
3700,605074
3700,446744
3700,549540
3700,445085
3700,574590
3700,840052
3700,709181
3700,500662
3700,441384
3700,648491
3700,537000
3700,541114
3700,534193
3700,438029
3700,421138
3700,446767
3700,705214
3700,954917
3700,591009
3700,601038
3700,453324
3700,471018
3700,611465
3700,794815
3700,836225
3700,498536
3700,663902
3700,307831
3700,421500
3700,523439
3700,385879
3700,583307
3700,406521
3700,687590
3700,531197
3700,498104
3700,317365
3700,430948
3700,403645
3700,611931
3700,531196
3700,716278
3700,748663
3700,686192
3700,699659
3700,515356
3700,638858
3800,395729
3800,748582
3800,397330
3800,316249
3800,350756
3800,598133
3800,435198
3800,266490
3800,598936
3800,501863
3800,280225
3800,386227
3800,624360
3800,598790
3800,444788
3800,445119
3800,477830
3800,587420
3800,514585
3800,167485
3800,492555
3800,333480
3800,395508
3800,390292
3800,293112
3800,520451
3800,401264
3800,264834
3800,485762
3800,494389
3800,777051
3800,527247
3800,824041
3800,425400
3800,274788
3800,290100
3800,425874
3800,705295
3800,555567
3800,393903
3800,604705
3800,395063
3800,363091
3800,526760
3800,416688
3800,349695
3800,714238
3800,452964
3800,550202
3800,552534
3900,557160
3900,563973
3900,615984
3900,640281
3900,313520
3900,525985
3900,544055
3900,284497
3900,595649
3900,451012
3900,425920
3900,650480
3900,356275
3900,425616
3900,746614
3900,559240
3900,343657
3900,592162
3900,378034
3900,478289
3900,640719
3900,542009
3900,563160
3900,675614
3900,463316
3900,535109
3900,502197
3900,387372
3900,829910
3900,481373
3900,684716
3900,292797
3900,465743
3900,541524
3900,310654
3900,572424
3900,606280
3900,553097
3900,707822
3900,398659
3900,654396
3900,1027002
3900,419038
3900,649654
3900,641799
3900,632741
3900,441111
3900,758936
3900,362433
3900,412532
4000,366391
4000,794672
4000,620871
4000,512616
4000,643796
4000,388568
4000,674615
4000,890705
4000,300521
4000,319463
4000,440681
4000,480224
4000,565556
4000,375384
4000,260211
4000,680172
4000,252968
4000,589727
4000,290258
4000,487405
4000,611098
4000,495476
4000,215356
4000,677468
4000,639899
4000,561958
4000,988895
4000,368543
4000,434429
4000,896363
4000,582264
4000,691252
4000,545974
4000,439275
4000,768772
4000,779278
4000,661689
4000,522041
4000,681554
4000,601608
4000,889347
4000,460575
4000,830494
4000,634657
4000,377620
4000,617191
4000,335682
4000,514275
4000,538320
4000,646611
4100,550978
4100,798168
4100,1024356
4100,704022
4100,428600
4100,709908
4100,493012
4100,479097
4100,241720
4100,632286
4100,575128
4100,668176
4100,1120676
4100,482840
4100,387937
4100,715703
4100,406714
4100,517258
4100,393918
4100,627078
4100,705152
4100,571788
4100,409471
4100,773498
4100,543115
4100,293204
4100,441151
4100,472062
4100,307049
4100,585868
4100,828625
4100,580470
4100,577839
4100,695325
4100,477468
4100,496468
4100,551027
4100,584533
4100,699266
4100,682307
4100,583163
4100,533404
4100,846145
4100,751106
4100,592646
4100,720956
4100,771631
4100,345023
4100,580514
4100,716956
4200,605506
4200,489201
4200,709222
4200,1022544
4200,477586
4200,641664
4200,502630
4200,791942
4200,647796
4200,385643
4200,525228
4200,464689
4200,531656
4200,825329
4200,585929
4200,471137
4200,655139
4200,532911
4200,561250
4200,413954
4200,459162
4200,423530
4200,745827
4200,339411
4200,616526
4200,665743
4200,480387
4200,795994
4200,686866
4200,571516
4200,566584
4200,681678
4200,686109
4200,412840
4200,1024109
4200,646177
4200,473162
4200,474529
4200,463391
4200,699188
4200,764558
4200,590452
4200,663717
4200,527532
4200,910475
4200,643404
4200,288040
4200,644044
4200,506181
4200,877672
4300,702302
4300,1044188
4300,620589
4300,363447
4300,484506
4300,685278
4300,607223
4300,1048619
4300,624070
4300,680898
4300,1154725
4300,830082
4300,272437
4300,456914
4300,795117
4300,540676
4300,702981
4300,233939
4300,742778
4300,631323
4300,394544
4300,493396
4300,373507
4300,541855
4300,444843
4300,501315
4300,982945
4300,712322
4300,520038
4300,268344
4300,499816
4300,574280
4300,704422
4300,739239
4300,627222
4300,870201
4300,597275
4300,549616
4300,640993
4300,639117
4300,429805
4300,760012
4300,666827
4300,696884
4300,562420
4300,564986
4300,678676
4300,505099
4300,332668
4300,661063
4400,194202
4400,507732
4400,408668
4400,456974
4400,631942
4400,881088
4400,565539
4400,937212
4400,656028
4400,828324
4400,574142
4400,529391
4400,832065
4400,752878
4400,926995
4400,757746
4400,789070
4400,571365
4400,913620
4400,407237
4400,511687
4400,605220
4400,825472
4400,539631
4400,595635
4400,399658
4400,614083
4400,926526
4400,713584
4400,828554
4400,465199
4400,682883
4400,1215309
4400,622125
4400,682737
4400,620058
4400,398124
4400,996227
4400,341941
4400,823993
4400,732608
4400,587431
4400,866655
4400,548671
4400,779679
4400,567639
4400,487364
4400,860808
4400,647175
4400,626906
4500,598047
4500,1124462
4500,903778
4500,651065
4500,708750
4500,1177962
4500,826874
4500,878793
4500,849358
4500,814197
4500,465872
4500,833881
4500,612285
4500,451133
4500,378553
4500,480451
4500,821549
4500,761580
4500,947646
4500,783985
4500,791932
4500,1125858
4500,914194
4500,569612
4500,595330
4500,1140060
4500,1002002
4500,442783
4500,677742
4500,789632
4500,1256179
4500,327936
4500,491717
4500,1082090
4500,877588
4500,957870
4500,740173
4500,676582
4500,848171
4500,834000
4500,268395
4500,684184
4500,580422
4500,516967
4500,955885
4500,549194
4500,979024
4500,699747
4500,769483
4500,785968
4600,970149
4600,397288
4600,782629
4600,982266
4600,645169
4600,657269
4600,490273
4600,901837
4600,694562
4600,1013561
4600,561047
4600,528347
4600,402287
4600,592256
4600,462353
4600,493384
4600,647376
4600,412071
4600,647582
4600,915553
4600,510809
4600,759709
4600,514328
4600,484568
4600,691523
4600,1015402
4600,948482
4600,522487
4600,659553
4600,823764
4600,672587
4600,658164
4600,583151
4600,1065901
4600,530422
4600,718370
4600,703765
4600,601178
4600,1159988
4600,563863
4600,313198
